AREA,AREA_TITLE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,370,40.8,5.753,1.3,,,10.2,21210,1,10.14,10.16,10.17,10.18,10.48,21080,21140,21150,21160,21800,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,2810,22.1,3.032,0.68,,,10.02,20840,1.8,9,9.37,9.83,10.08,11.11,18720,19500,20440,20970,23110,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,100,10.2,1.603,0.56,,,14.09,29310,2.2,11.46,11.67,15.29,15.83,16.25,23830,24280,31800,32920,33810,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,8350,2.6,8.994,3.14,,,12.68,26370,0.8,9.1,9.91,12.33,16.23,17.22,18920,20620,25640,33750,35820,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,90,9,2.599,0.91,,,15.17,31560,2.3,12,13.52,14.71,15.42,19.69,24960,28120,30600,32070,40960,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,1160,6.9,17.908,1.93,,,11.42,23760,1.3,9.97,10.2,10.79,12.29,13.25,20740,21220,22450,25560,27560,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,8070,11.5,8.69,0.93,,,10.94,22750,3.3,8.5,9.18,10.3,10.86,13.56,17680,19100,21430,22580,28210,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,530,9.1,15.722,1.69,,,16.5,34320,1.3,13.59,14.68,16.53,18.11,19.74,28270,30530,34370,37670,41060,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,110,22.4,1.656,1.99,,,10.76,22370,1.4,10.12,10.18,10.28,10.97,11.29,21050,21170,21390,22810,23470,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,1360,31.4,1.469,1.77,,,9.65,20070,2,9,9,9.56,9.84,10.24,18720,18720,19880,20470,21290,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,370,15.3,5.765,1,,,10.33,21490,2.5,9.25,9.37,10.18,10.86,11.2,19240,19500,21170,22590,23300,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,6580,8.6,7.083,1.22,,,10.1,21010,1.1,8.77,9.14,9.69,10.25,11.1,18240,19010,20160,21320,23080,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,350,6.3,10.367,1.79,,,14.48,30120,0.9,12.8,13.63,14.22,16,16.29,26620,28350,29580,33280,33890,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,210,6.8,3.278,0.7,,,10.79,22450,1.6,9.25,9.25,9.86,10.38,13.23,19240,19240,20520,21590,27530,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,2760,16.5,2.978,0.64,,,10.65,22150,4.5,8.5,9.01,9.04,10.25,14,17680,18740,18800,21310,29130,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,520,9.7,15.325,3.27,,,24.24,50430,10.5,11.58,13.98,19.57,27.89,50.3,24090,29070,40710,58010,104610,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,710,24.7,11.011,0.45,,,10.33,21490,1.3,9.83,9.99,10.25,10.31,11.36,20450,20790,21330,21430,23630,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,20810,5.9,22.423,0.93,,,9.76,20290,1.1,8.9,9.13,9.64,9.85,10.29,18510,18990,20050,20490,21390,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,670,14,19.992,0.83,,,11.5,23920,1.3,10.83,10.91,11.08,11.12,12.88,22520,22700,23040,23120,26790,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,1620,6.7,25.089,1.7,,,9.97,20730,0.7,9.25,9.47,9.89,10.25,10.42,19240,19700,20580,21320,21680,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,12400,6.8,13.359,0.91,,,12.15,25270,4.4,8.74,9.56,10.05,13.05,17.62,18170,19880,20890,27150,36640,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,960,4.7,28.468,1.93,,,22,45770,5.8,11.15,12.48,18.68,28.86,37.45,23190,25960,38850,60030,77890,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,310,9.5,0.335,0.19,,,11.53,23990,2.3,8.64,9.21,9.59,10.94,14.51,17980,19150,19940,22750,30190,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,50,16.8,1.469,0.83,,,16.04,33350,6.6,12.37,13.68,14.59,17.33,22.04,25720,28450,30340,36040,45850,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,330,14.4,5.124,1.61,,,10.26,21350,1.7,9.27,9.31,9.68,9.68,13.24,19290,19370,20130,20130,27540,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,120,33.2,0.126,0.04,,,12.59,26180,7.9,8.97,10.42,12.44,13.66,16.76,18660,21670,25880,28410,34860,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,90,18.3,2.543,0.8,,,15.64,32520,4.8,11.26,12.66,15.64,17.08,21.77,23420,26330,32520,35520,45280,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,360,18.4,5.612,1.84,,,10.03,20870,0.8,9.6,9.86,10,10.25,10.34,19980,20500,20800,21320,21510,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,2500,10,2.693,0.88,,,9.67,20120,2.2,8.5,8.75,9.73,9.92,10.38,17680,18190,20230,20640,21590,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,260,9.9,7.809,2.56,,,13.12,27280,2.9,10.85,11.37,13.01,13.66,16.77,22560,23650,27070,28410,34880,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,150,21.4,2.396,0.86,,,9.78,20340,1.7,9.25,9.47,9.55,9.71,10.16,19240,19700,19870,20200,21140,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,2560,12,2.756,0.98,,,10.65,22160,4.2,8.66,8.91,9.56,9.98,13.63,18010,18540,19890,20760,28350,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,130,17.2,3.997,1.43,,,15.93,33120,7.2,11.78,13.22,14.68,16.28,27.92,24490,27500,30530,33870,58080,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,560,17.8,8.653,15.22,,,10.29,21390,0.7,9.9,10,10.09,10.3,10.62,20580,20800,20980,21430,22090,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,120,13.8,0.132,0.23,,,9.55,19860,4.8,8.5,8.5,9.11,10.36,10.58,17680,17680,18940,21540,22010,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,110,41.8,3.204,5.64,,,17.59,36580,12.7,11.78,13.41,19.97,19.97,19.97,24490,27900,41530,41530,41530,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2530,4.9,39.07,1.34,,,11.48,23890,0.7,9.63,10.04,10.46,11.82,14.35,20030,20880,21750,24590,29840,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,45730,1.3,49.261,1.69,,,10.51,21860,0.5,8.51,8.89,9.55,10.38,14.86,17700,18480,19870,21590,30910,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1610,3.1,47.76,1.64,,,15.55,32350,1,12.38,13.04,14.7,16.85,19.68,25740,27110,30570,35060,40940,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,140,4.9,2.18,1.93,,,14.04,29210,2.1,11.06,11.32,12.2,15.91,19.56,22990,23550,25380,33090,40680,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,2320,5.2,2.504,2.22,,,12.69,26400,1.7,9.37,9.65,10.48,13.87,18.34,19490,20080,21800,28840,38150,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,80,8,2.317,2.06,,,20.22,42050,2.3,15.54,16.24,19.71,22.27,27.43,32330,33770,41010,46330,57060,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,70,14.5,1.019,1.23,,,17.1,35580,1.6,12.44,14.15,15.48,18.57,21.41,25870,29430,32200,38630,44530,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,610,8,0.655,0.79,,,13.5,28080,2.1,9.89,10.91,11.28,14.67,19.87,20570,22690,23470,30510,41320,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,850,7.4,13.101,0.92,,,11.48,23880,1.4,9.6,9.9,10.38,12.63,14.35,19970,20590,21590,26270,29840,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,32130,1.2,34.614,2.42,,,10.19,21190,0.3,8.5,8.82,9.38,10.03,13.76,17680,18350,19500,20850,28610,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,770,4.3,22.89,1.6,,,14.53,30230,1.7,11.97,12.66,13.55,15.78,17.67,24900,26320,28190,32820,36750,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,810,4.2,12.504,2.27,,,10.27,21360,0.8,9.56,10,10.24,10.4,10.71,19870,20800,21300,21640,22290,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,3790,12.8,4.086,0.74,,,10.54,21920,2.3,9.06,9.52,9.94,10.39,14.05,18850,19800,20680,21600,29230,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,460,7.8,13.607,2.47,,,14.91,31020,1.7,12.53,13.25,14.44,16.89,17,26060,27550,30020,35140,35350,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,40,3.1,0.629,1.02,,,15.87,33020,3.1,10.69,13.93,14.78,17.68,21.59,22240,28970,30730,36770,44900,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,420,24.1,0.458,0.74,,,16.85,35050,13,9.53,10.23,13.27,20.94,29.31,19820,21270,27600,43550,60950,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,40,11.1,1.038,1.68,,,18.3,38070,1.7,14.77,14.81,15.54,18.48,27.18,30720,30810,32310,38450,56540,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,620,21.9,9.536,1.56,,,11.58,24080,1.1,10.02,10.46,11.55,12.45,13.93,20840,21750,24030,25900,28970,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,6230,2,6.711,1.1,,,10.49,21820,0.4,8.64,9.11,9.67,10.29,14.24,17980,18950,20110,21410,29620,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,210,8.5,6.302,1.03,,,16.99,35330,1,13,14.14,16.79,19.03,20.76,27040,29420,34910,39580,43180,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,100,2.4,0.111,0.72,,,13.58,28250,3.5,10.8,10.8,10.8,15,15.43,22460,22460,22460,31200,32100,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,90,10.4,0.095,0.29,,,12.73,26480,5.1,10.75,10.8,11.28,12.01,18.05,22350,22450,23450,24980,37540,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,1140,4.1,17.648,0.88,,,11.89,24720,1.2,9.42,9.95,10.48,12.73,16.13,19600,20690,21790,26470,33550,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,8350,4.6,8.998,0.45,,,11.54,23990,1.8,8.64,9.36,10.15,12.02,16.2,17960,19480,21110,25010,33700,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,500,11.1,14.897,0.74,,,16.27,33850,2.8,11.13,12.44,16.37,17.84,21.64,23150,25880,34050,37110,45000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,240,5.9,0.263,1.59,,,15.25,31720,3.9,9.63,10.01,13.74,17.73,22.85,20020,20830,28580,36870,47530,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,40,4.8,0.693,1.19,,,14.7,30580,1.6,10.73,11.53,14.1,16.23,20,22330,23980,29330,33770,41600,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,710,35.1,0.766,1.32,,,11.05,22980,11.9,8.5,8.5,8.54,12.87,17.63,17680,17680,17750,26780,36670,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,40,10.7,0.642,0.92,,,14.52,30200,3,11.7,12.32,13.38,16.12,19.68,24330,25630,27830,33530,40930,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,310,18.1,0.338,0.48,,,13.51,28100,3.6,9.06,9.65,12.32,15.23,21.01,18850,20070,25620,31680,43690,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,40,20,0.042,0.33,,,13.27,27590,2.2,8.89,13.3,13.71,14.11,14.17,18500,27650,28520,29360,29470,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,40,22.6,0.673,0.38,,,12.85,26720,4.7,10.38,11.34,11.82,14.86,16.98,21590,23590,24590,30910,35310,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,460,12.9,0.498,0.28,,,12.13,25240,2.3,8.86,9.81,12.57,13.71,13.91,18440,20410,26140,28520,28930,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,60,10.4,1.644,0.93,,,14.98,31150,4.9,10.72,12.96,13.9,17.15,21.25,22290,26950,28900,35670,44210,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,560,12.4,0.607,1.14,,,11.72,24370,2.7,8.68,9.59,10.46,10.76,18.25,18060,19960,21750,22380,37960,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,**,**,**,**,,,9.84,20460,4.7,9.01,9.5,9.5,9.84,9.96,18730,19750,19750,20470,20710,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,60,12.6,0.983,1.27,,,9.8,20380,1.4,9.25,9.25,9.34,9.51,11.08,19240,19240,19420,19770,23040,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,**,**,**,**,,,10.75,22360,11.9,8.5,9.36,10.67,12.3,12.3,17680,19480,22190,25580,25580,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,50,19.3,1.362,1.76,,,14.64,30460,3.2,10.91,10.97,15.29,16.37,19.36,22690,22820,31800,34060,40270,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,220,5.1,3.424,1.44,,,10.14,21090,0.6,9.42,9.42,9.93,10.13,11.37,19600,19600,20650,21060,23650,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,550,20.2,0.594,0.25,,,10,20790,1.8,8.85,9.35,9.96,10.33,10.56,18410,19450,20720,21490,21950,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,500,9.5,0.536,2.5,,,9.93,20660,1.7,8.74,9,9.97,10.28,10.6,18190,18720,20740,21370,22050,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,150,19.6,0.158,0.99,,,11.65,24230,5.3,9.25,9.96,10.45,12.29,15.82,19240,20710,21730,25560,32900,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,120,20.3,1.837,0.95,,,16.23,33760,8.4,12.81,13.09,14.38,17.84,22.18,26640,27230,29900,37110,46120,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,920,20.2,0.986,0.51,,,12.03,25020,6,9.06,9.46,10.24,12.76,17.31,18850,19680,21300,26540,36000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,40,19.2,0.044,1.61,,,25.07,52140,15.4,11.53,11.53,26.59,36.17,37.27,23980,23980,55320,75230,77520,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,50,49.7,0.055,0.06,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,90,31.3,0.098,2.03,,,9.59,19950,4.7,9.63,9.63,9.63,9.63,9.63,20020,20020,20020,20020,20020,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,310,49.6,0.336,0.78,,,12.74,26500,14.6,10.5,11.19,11.19,11.97,14.03,21840,23270,23270,24900,29180,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,130,24.2,0.144,0.76,,,10.39,21610,5.8,8.81,8.81,9.49,11.93,13.58,18330,18330,19730,24810,28250,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,80,15.3,2.276,12.01,,,13.15,27360,2.1,11.23,11.24,12.37,13,14.33,23350,23370,25740,27040,29810,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,140,23.1,0.146,0.54,,,10.86,22580,7.3,9.24,9.25,9.57,10.75,16.63,19220,19230,19900,22370,34600,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,60,13.2,0.884,2.87,,,14.11,29360,3.6,9.93,10.85,12.83,16.77,20.51,20650,22560,26690,34880,42650,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,530,16.6,0.575,1.87,,,11.01,22900,1.9,8.75,9.36,10.22,10.93,14.93,18190,19480,21250,22730,31060,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,110,26.2,3.35,10.88,,,16.65,34620,2.8,11.2,16.47,16.72,17.46,19.26,23300,34260,34780,36320,40060,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,200,11.6,3.027,0.92,,,10.64,22130,1.2,10.21,10.22,10.22,10.48,12.08,21240,21250,21250,21790,25130,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,1430,9.3,1.537,0.47,,,10.49,21820,1.3,8.64,9.2,9.88,10.54,12.95,17970,19140,20560,21930,26940,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,30,22.7,0.533,0.29,,,12.28,25530,7.9,9.5,9.5,11.07,12.8,20,19760,19760,23020,26620,41600,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,110,21.4,0.123,0.07,,,20.68,43010,19.4,9.45,10.07,13.29,35.46,45.67,19660,20940,27650,73750,94980,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,60,6,0.94,0.51,,,12.15,25280,0.6,10.62,10.62,10.63,13.29,14.86,22090,22090,22110,27640,30910,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,890,2,0.963,0.52,,,10.95,22770,1.5,8.81,9.46,9.99,10.61,14.32,18320,19680,20770,22060,29780,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,40,14.8,1.193,0.64,,,14.92,31040,0.8,12.44,13.39,14.79,14.91,20.01,25880,27850,30750,31020,41620,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,**,**,**,**,,,9.57,19900,2.3,9.27,9.63,9.63,9.63,9.64,19270,20020,20020,20020,20050,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,40,24.7,0.04,0.1,,,16.2,33700,2.8,12.68,13.52,15.53,19.02,20.32,26380,28120,32290,39570,42260,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,4790,5.1,74.008,0.84,,,12.86,26760,2.7,9.63,10.14,10.72,13.82,18.02,20030,21100,22290,28740,37480,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,106400,1,114.623,1.3,,,12.83,26680,1.3,8.7,9.33,10.14,13.5,17.9,18090,19400,21100,28070,37240,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,3290,3.5,97.653,1.11,,,17.14,35650,1.8,11.13,12.61,14.33,17.62,23.84,23140,26230,29810,36650,49590,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,400,14.2,6.136,0.86,,,16.8,34950,2.1,11.41,13.36,14.91,18.57,23.08,23720,27790,31000,38620,48000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,13800,3.2,14.863,2.07,,,15.31,31830,1.1,9.48,10.52,13.8,17.62,23.71,19710,21880,28710,36660,49320,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,360,8.3,10.622,1.48,,,21.61,44950,3.9,13.26,14.85,20.8,26.03,31.72,27580,30890,43270,54140,65970,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,50,14.1,0.771,0.52,,,23.65,49180,4.5,13.76,20.04,22.24,27.22,32.91,28620,41680,46250,56610,68460,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,1440,8.4,1.554,1.04,,,23.35,48560,1.7,12.43,15.05,21.53,29,37.17,25860,31310,44790,60330,77310,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,40,16.5,1.044,0.7,,,26.24,54570,7.1,19.32,21.92,23.17,24.63,44.53,40180,45600,48190,51240,92620,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,2240,4.3,34.696,1.6,,,11.05,22980,0.8,9.51,9.73,10.26,12.24,13.82,19780,20230,21340,25460,28740,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,32380,2.6,34.884,1.61,,,10.59,22030,0.8,8.56,8.83,9.62,11.89,14.56,17800,18360,20000,24730,30290,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,880,5.8,26.056,1.2,,,12.72,26470,1.2,10.88,11.18,12.69,13.1,15,22640,23250,26390,27250,31200,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,140,11.6,0.148,1.1,,,13.81,28720,7.6,9.4,9.73,9.76,11.53,36.55,19550,20230,20290,23990,76030,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,210,8,3.199,1.24,,,11.33,23560,1.9,10.07,10.07,10.25,12.33,13.48,20950,20950,21320,25650,28030,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,1630,14.4,1.761,0.69,,,11.34,23580,2.2,9.25,9.89,10.39,11.65,14.83,19240,20560,21620,24230,30850,,
